category,content
社会,"脑瘫女孩怀孕主持论坛节目鼓励他人(图)
　　本报11月2日报道了吉林小伙姚琪在网络上与九江脑瘫女孩王志宏相识并相恋，不远千里来到九江，与王志宏结婚的故事后，在社会上引起了极大反响。一个多月过去了，他们现在生活得怎么样？13日，记者再次走进姚琪与王志宏简陋的家中。
　　脑瘫女孩成为自强榜样
　　开心主持网络自强节目
　　13日上午，记者走进姚琪与王志宏在九江毛纺厂租住的简陋家中，桌子是旧的，柜子是旧的，沙发是旧的……新房里没有一件新家具。唯一算是“高档”的家具，是一台旧电脑，王志宏正在新浪网UC自强人论坛上主持节目。“欢迎大家来到自强房间，希望每个朋友在这里能找到知心朋友，从此我们拥有快乐、温馨，拥有知己……”，听到这样优美的声音、清晰的谈吐，没见面的人不会想到，王志宏会是一个脑瘫女孩。而此时的她，面带微笑，坐在一张自制的木轮椅上，用变形萎缩的指关节和仅有一根能动弹的右手食指来敲打键盘，自信而美丽。
　　失意者上门求助
　　王志宏告诉记者，她的故事经本报报道后，又有多家省内外媒体跟进采访她，在社会上引起极大反响。就在记者采访时，一名在感情上陷入苦闷的少妇冒着寒风冷雨，专门从庐山区新港镇找到王志宏的家。“看了你们的报道后，我非常感动，我现在心里很苦闷，特意来王志宏家，也许她能让我心情豁然开朗。”这名新婚少妇对记者说。王志宏告诉记者，现在，通过网络、电话和她谈论生活的人非常多，其中很多都是在事业上、爱情上的失意者。“我总是对他们说，上帝对每一个人都是公平的，你在这方面有所失，就会在另外一方面有所得。就像我，虽然患了脑瘫，但却让我找到了一个好丈夫。很多人和我交流后，很快就会走出生活的阴影，勇敢地去面对生活。”王志宏欣慰地笑着说。
　　怀孕让王志宏喜忧参半
　　丈夫非常体贴
　　谈起自己和姚琪的婚姻生活，王志宏的脸上飞起了幸福的红晕。“他对我非常关心、非常体贴！”王志宏告诉记者，每天清晨，姚琪早早就起床，做好早饭后，再喊醒王志宏，为她穿好衣服，为她洗好脸，梳好头，照顾她吃好早餐，然后自己才去上班。晚上姚琪一回家，就又和岳父岳母抢着做饭、拖地、洗碗，一刻也不闲着。
　　王志宏要做母亲
　　“我怀孕了！”当王志宏告诉记者这个令人惊讶的消息后，记者简直不敢置信。王志宏告诉记者，发现自己怀孕后，王志宏又惊喜又担忧。惊喜的是自己从小在轮椅上长大，居然还能怀孕，还能做母亲，这让她非常激动；担忧是她通过查询得知，像她这种情况，要把孩子生下来，从怀孕到生产，从孩子到大人，每一个步骤都存在着巨大的危险。“而且，像我们目前这种经济状况，即使孩子平安生下来，医疗费、抚养费等，也是个大问题。”说到这里，王志宏的笑容没有了，脸上多了几分忧愁。但很快，笑容又重新在脸上绽放。“只要我们同甘共苦，什么困难都难不倒我们的！”
　　■首席记者曹诚平文/图"
科技,"超广角蔡司镜头 索尼W530仅售1168元
　　【PConline北京站 行情】索尼W530是一款携带方便，时尚小巧的DC。拥有1410W像素，4倍光学变焦，26mm-105mm超广角卡尔蔡司镜头，并且搭配了扫描全景功能和光学防抖功能，其表现十分出色，8月27日北京报价是1168元，现在购买还免运带票，有兴趣的朋友可以关注一下。"
科技,"冲击国庆新婚市场 五款超炫红色洗衣机
　　硕果累累、秋高气爽，正是一年中最美好的时节，所以恋人们通常都会选择在国庆节期间完成自己的终身大事。如此一来，十一婚庆市场竞争也就变得十分激烈。
　　家用电器向来是新婚一族选购清单中最重要的货品，而各家电销售厂商通常会借此良机推出自己的全新产品以及降价促销政策来刺激消费者进行消费。
　　今天笔者就为大家介绍几款适合新婚夫妇使用的红色外观洗衣机，喜庆的外观加上人性化的程序设计，必定会为您的新房锦上添花。"
科技,"必备广角头！佳能16-35mm跌至10300元
　　
　　泡泡网上海分站10月29日 作为一款颇受关注的广角镜头，佳能EF 16-35mm F2.8L II USM整体性能表现相当不错。其采用了2片UD超低色散镜片以及3片非球面镜，优化的镜片镀膜和镜片位置有效抑制鬼影和眩光。圆形光圈带来出色的焦外成像，环形超声波马达、高速CPU和优化的自动对焦算法使对焦安静快速准确，实现全时手动对焦功能。镜身具有出色的防水滴防尘性能，光学系统全部采用无铅玻璃，装备了新开发的82mm口径保护滤镜。
　　从型号命名上我们也可以看出，EF 16-35mm F2.8L II USM镜头是佳能EF 16-35mm f/2.8L USM镜头的升级版。虽然从焦距上没有任何变化，但在一些细节部分改进颇多：镜身整体重量则比上一代产品增加了35克左右，镜头滤镜口径也由之前的77mm增加到了82mm，不过，改变最大的是该镜头的内部光学结构，总共12组16枚的镜片中使用了2片UD超低色散镜片以及3片非球面镜，能够有效地修正畸变，提高画质。目前这支镜头报价为10300元，价格还是很不错的，需要的朋友可联系文末商家。■
　　佳能(Canon) EF 16-35mm f/2.8L II USM
　　[参考价格] 10300元
　　[商家名称] 捷顺数码
　　[联系人员] 庄记城
　　[联系方式] 021-53028639，13681961476
　　[联系地址] 上海市鲁班路288号星光摄影器材城一楼23号
　　[报价查询] 镜头产品报价佳能(Canon)镜头产品报价"
科技,"纤薄轻巧 iPod touch4(64G)售3198元
 【7月8日太平洋电脑网西安讯】苹果iPod touch 4(64G)具有很强的可玩性，Game Center应用程序可以让in邀请更多玩家加入你的游戏网，不仅能播放音乐，而且会根据你的一首至爱金曲，在资料库中找到与之风格相信的其他歌曲，摇一摇iPod touch随即换取，让你的音乐插上翅膀。现在促销卖3198元，喜欢的朋友可以考虑一下。"
科技,"电子政务：服务型政府渐行渐近
　　本报记者 霍娜
　　如果你现在去江门、佛山等地的政府办事大厅办理事务，迎接你的将是热情的笑脸和高效、周到的服务。过去门难进、脸难看、事难办的老三样儿，伴随着服务型政府建设的推进一去不复返了。电子政务系统、大厅的摄像监控、一人一事的服务满意度评价都在铸就着服务型政府。
　　这只是体现政务转型的一个小方面。从基础建设到整合应用，我国的电子政务正处于关键的发展阶段。2010年，是“十一五”的最后一年，更是“十二五”的开局之年，电子政务的建设必将成为“十二五”的桥接器。
　　三阶段实现互联治理
　　信息技术的迅猛发展，特别是互联网技术的普及应用，使电子政务的发展成为当代信息化的最重要的领域之一。根据联合国教科文组织的调查，89%的国家都在不同程度地推动电子政务的发展，并将其列为国家级的重要事项。
　　而《联合国e-Government2008调查》对未来电子政务的发展做出判断，提出了“互联治理”(Connected Governance)，加强政府机构之间、政府与公民之间，以及政府与其他各种类型的利益相关者之间的合作，构筑一种新型的内外关系。要实现这种“互联治理”，得经历基础设施建设、整合、转型三个阶段(如图)。
　　我国的电子政务发展很快，已经取得很多进展。首先，网络基础设施初步形成规模，电子政务网络覆盖100%的省、90%以上的市和80%以上的县。中央国家机关各单位都建成了满足内部办公需要的局域网，多数单位建设了本系统的专用网。2007年，国家电子政务外网平台投入使用，初步具备了承载中央和地方政务部门业务应用的能力。其次，重点应用系统成效日益显著，金税、金关、金财等金字号工程逐步建成应用，这些信息系统开始在关系国计民生的重大领域发挥着重要作用，像海关、税务等机构在全国大体上做到了全业务、全流程、全覆盖。另外，政府门户网站建设和信息公开工作也得到了有力推进。
　　电子政务是同时作用于政府内外的变革力量，它始于办公OA，但决不止于此。目前，在我国，电子政务已经超越了提高工作效率、降低行政成本的“手段”层面，更加强调信息技术对于政府存在形式和运作方式的重塑。未来在线方式的应用推广会更盛行，但必须与政府治理方式的转变过程相适应。
　　信息共享和业务协同
　　伴随着我国电子政务建设的不断推进，跨组织的信息共享和业务协同的重要性越来越显现出来。《中共中央关于制定国民经济和社会发展第十二个五年规划的建议》提出，要“加强重要信息系统建设，强化地理、人口、金融、税收、统计等基础信息资源开发利用。以信息共享、互联互通为重点，大力推进国家电子政务网络建设，整合提升政府公共服务和管理能力。”
　　我国大大小小的政府机构数以万计。如果采用个体经济的办法任由部门各自开发自己的系统，不仅将浪费大量的资源和时间，更会由于缺乏标准和规范，而使各种系统难以兼容，信息资源难以共享。
　　推进电子政务信息共享和业务协同发展是电子政务发展到深化应用、突出实效阶段的重要工作，是避免重复建设、进一步提高电子政务发展质量和综合效益的有效手段。工业和信息化部副部长杨学山在年初接受采访时就表示，政府信息公开已经取得很大进展，但政府部门之间的信息共享和业务协同还有较大差距，需要进一步推进。他举例说，如果地理信息系统资源能共享，对城市规划，不管是房屋建设还是道路规划都会有很好的作用。他以企业注册为例，强调业务协同对服务公众的巨大价值。现在注册一家企业需要跑工商、税务等40多个部门，而通过业务公开、办事大厅等措施就能大大促进政府的业务协同，大大提高老百姓的办事效率。
　　关键字是政务，不是电子
　　许多国家的实践都证明：电子政务中的关键字是政务，而不是电子。在电子政务的发展过程中，克服形形色色的社会阻力是电子政务成功的重要因素之一。实现由现有政务到电子政务的转变，是十分复杂的问题，决不是有了投资、买了设备和软件，或者建了政府门户网站，就可以轻而易举实现的。
　　我国电子政务的发展应该以政府的业务流为主线，实际上是要利用信息技术给政府重新梳理一次流程，把那些最急需的政府业务先梳理出来，按照优先顺序梳理完，电子政务的总体结构也就有了。其中，有的业务流程可能会引发政府职能转变，有的会促使政府机构进行调整。
　　另外，还需强调的是，政务转型不可能一蹴而就，电子政务的建设、应用必须分步走，循序渐进。而且，有必要加强电子政务安全的科学管理。
　　2010年6月，在北京召开全国电子政务建设和发展经验交流会上，杨学山指出接下来一个时期要重点做好以下方面工作：一要进一步深化认识，提高推动电子政务发展的自觉性；二要切实抓好“十二五”电子政务规划工作；三要从提升政府绩效的角度，进一步深化和拓展电子政务应用；四要从建设服务型政府的角度，继续加强政府网站建设与管理；五要进一步推动跨部门、跨层级、跨地区信息共享和业务协同；六要把提升信息资源建设和利用水平作为“十二五”电子政务发展的重点；七要加强电子政务体制、法规的研究，力求在“十二五”规划中对此做出妥善安排；八要正确把握安全与发展的关系；九要进一步抓好培训工作，提升电子政务工作人员的能力。
　　观点
　　经济社会、行政管理体制改革和网络公民参与这三个方面都会对电子政务产生影响，未来中国电子政务的发展趋势整体上可以用五个词概括： 整合、协同、互联、共享、重构。“整合”就是随着行政管理体制改革的深入，对已有的政务系统必须进行大规模的整合；“协同”即重点实现业务的跨部门协同；互联就是克服条块分割、消除信息孤岛，加快实现互联互通；“共享”就是在整合、互联、协同的基础上，提高资源共享水平；“重构”就是按照政府组织体系的调整，重构一些重大综合应用项目。
　　——国家行政学院电子政务专家委员会副主任、国家信息化专家咨询委员会委员 汪玉凯
　　电子政务的建设必须强调一个理念，那就是以服务对象为中心，核心是为公众服务。从形式到内容的门户网站，从设计到应用的电子政务系统，都要以服务对象为中心。只有从服务对象的角度来看问题，才能找到正确的解决办法。
　　——国家信息化专家咨询委员会委员 王安耕"
股票,"申万香港：中国平安融资缓解资本压力
　　申银万国（香港）
　　中国平安今日公布了融资计划，公司计画在香港市场做定向增发，周大福成为这次增发的唯一参与者，将认购 2.7 亿股平安新发行的 H 股，每股作价 71.5 港元，总融资额大约为 25 亿美元。增发做完，周大福将持有平安 3.44%的股份。此次的增发价格相对于前一日收盘价折价 12.5%，前三十日平均价折价 9.9%，相对于 A 股平安的交易价格溢价 20%左右。
　　定向增发的募集资金用于增加公司资本金，提高偿付能力充足率，增强公司的资本和资金实力。中国平安产、寿险业务发展平稳，其他业务保持较高利润增速，基本面无忧，但市场始终担心公司资本略显不足，前期中国平安宣布短期不在 A 股融资后，香港市场对平安港股融资有强烈预期。偿付能力充足率的提高将为保险特别是财险和银行业务的高速增长消除后顾之忧。根据我们测算，平安通过此次融资 164 亿元人民币，2011 年末偿付能力充足率可达到 210%以上，较融资前的 189%有显著提高，相比 2010 年中期的 218%保持稳定，远高于保监会要求的 150%的标准。
　　由于高基数原因，平安前两个月的个人新单保费出现了将近 20%左右的负增长，我们认为未来增速会反弹，我们维持全年 20%左右新业务价值增长的预测。考虑到摊薄效应，我们维持 100 港元的目标价，维持增持的评级。
欢迎发表评论  我要评论"
股票,"Fred's第四季盈利增长逾一倍
　　新浪财经讯 北京时间周四晚间消息，折价零售商Fred's Inc(FRED)表示，第四财季盈利增长一倍以上，主要是因为缺少了拖累上年同期业绩的一次性开支。
　　截至1月30日的财季，该公司净盈利从上年同期的230万美元，合每股6美分，增至570万美元，合每股15美分，与接受汤森路透调查的分析师平均预期的一致。
　　上年同期业绩中包括与店面关闭以及诉讼和解相关的每股14美分的开支。
　　季度营收增长1%，从上年同期的4.69亿美元增至4.731亿美元，略高于分析师平均预期的4.727亿美元。同店销售额下降0.9%。
　　Fred's预计2010财年每股盈利68-75美分。
　　该公司预计第一财季每股盈利15-20美分，营收增长1-3%，同店销售额同比持平。
　　分析师平均预期该公司第一财季每股盈利18美分，全年每股盈利68美分。"
股票,"大盘双双低开 沪指开报2209跌27点  

　　世基投资 
　　受美股大跌的影响,今日沪深大盘双双低开,沪指开报2209.12点,下跌27.29点；深成指开盘报7199.83点,下跌269.25点,两市共有61家上涨,177家持平,1476家下跌,两市共成交17.3亿元,较昨日减六成。 
　　短线大盘将出现强势震荡格局 
　　虽然昨天两市大盘继续大涨,但是开盘后股指快速冲高回落,成交量急剧放大。从盘口动向来看,两市累计成交量比上周五放大一倍,而最近三个交易日大盘最大涨幅超过25%,技术上上档30日均线对股指构成较大压力,短线调整压力增大。从消息面来看,尽管有中石油大股东增持等利好消息,但各类成交数据显示,无论是基金还是QFII席位都有减持的迹象,同时,国际市场方面,因担忧经济衰退,美国股市出现大跌,国际油价创历史单日最大涨幅。因此,短线大盘将出现强势震荡格局。 
　　半数银行家预期四季度货币政策将松动 
　　央行昨日公布的第三季度全国银行家问卷调查显示,三季度贷款需求大幅下滑,贷款需求指数为67.4%,较上季出现明显回落。大型企业需求下降突出,中、小企业贷款需求仍相对强劲。 
　　银行家对下一季度货币政策预期也产生了较大变化,近半数银行家预期下季度货币政策将有所松动。三季度选择货币政策""适度""的银行家占比回升,达44.9%,较上季大幅提高了13.7个百分点,表明银行家对现行货币政策认可度有所提升。但股份制银行与外资银行仍有超过或接近七成的银行家认为货币政策""过紧""或""偏紧""。 
　　上述调查显示,对四季度经济运行走势,35.3%的银行家预计将持续偏热,48.1%的银行家认为下季""正常"",13.6%预计偏冷。判断经济运行偏冷的银行家占比升至自2004年调查开始以来的最高水平。 
下一交易日大盘走势判断
您目前的仓位"
股票,"国寿去年盈利336亿元 钟情可转债偏好金融股
　　⊙记者 卢晓平 ○编辑 颜剑
　　今日，中国人寿披露上市险企首份年报。年报显示，国寿每股收益1.19元，同比微涨2.3%。同时，公司董事会建议派发每股人民币0.40元股息。
　　净利微增
　　年报显示，国寿全年营业收入达人民币3887.91亿元，同比增长13.7%；归属于公司股东的净利润达336.26亿元，同比增长2.3%。截至本报告期末，公司总资产达人民币1.41万亿元，同比增长15.0%；内含价值达人民币2980.99亿元，同比增长4.5%；全年已赚保费达3180.88亿元，继续占据中国寿险市场主导地位。
　　“公司的业绩符合预期，包括新旧业务价值增长”，一位资深券商分析师表示。
　　数据显示，去年全年已赚保费达人民币3180.88亿元，同比增长15.6%；意外险保费占短期险保费比重由2009年同期的50.31%提升至51.13%，续期保费收入占总保费的比重由2009年同期的38.20%提升至40.22%；新业务价值稳步提升，一年新业务价值达人民币198.39亿元，同比增长12.0%。
　　值得关注的是，公司寿险业务员数量出现下降，这在国寿历史上少见。“这说明劳动力成本提升和个险渠道竞争的激烈，从而使得国寿营销员数量下降”，这位分析人士表示。
　　年报显示，相比上年，公司偿付能力充足率去年出现一定程度下滑，从2009年底的303.59%下降到211.99%，但仍远高于保监会所规定比率。公司认为，偿付能力充足率下降的主要原因是受公司业务发展和资本市场波动、上年度股息分配影响。
　　钟情可转债，偏好金融股
　　一如既往，该公司的投资情况颇受市场关注。昨晚的年报使得公司前十大持仓股浮出水面，其特征非常明显：坚定看好金融股；剑走偏锋持有可转债；追逐老资源煤炭和新能源概念；重视制造业；同时，不忘吃药喝酒。
　　数据显示，去年该公司投资资产达1.336万亿元，较2009年同期增长14.0%，债权型投资的比例由2009年同期的49.68%降低至45.51%，股权型投资的比例由2009年同期的15.31%降低至14.66%，定期存款比例由2009年同期的29.43%提升至33.05%；总投资收益率为5.11%。
　　受累银行证券等金融股的低迷，民生银行、中信证券对业绩的贡献从赚钱滑落至亏损。其中，民生银行的仓位由于持股数量较大，从赚钱9.15亿元坠落到浮亏4.29亿元的冰点。同样，对中信证券的持仓则从此前的8284万元浮盈，转变为浮亏7175万元。
　　值得关注的是，国寿很钟情可转债：上年持有新钢转债、澄星转债，去年则新增加了中行转债、工行转债，前十大证券投资组合中有4只是可转债。中行转债和工行转债共计贡献了4.19亿元的浮盈。
　　由于二级市场的低迷，使得国寿的波段操作十分明显，对于一些热点股票，进出周期明显缩短。上年曾位列前十大持仓池中的五只——辽宁成大、天津港、建投能源、美的电器、中国平安去年已经不在名单中，而变成了鄂尔多斯、广州控股、卧龙电气、国药股份。
　　目前，国寿持有的非上市金融企业股权有广发行、人寿财险、杭州银行、中国银联、渤海产业投资基金，其中，持股量最大的是广发行，占比20%，持股杭州银行3%、持股中国银联2%、持股渤海产业投资基金3%。
　　展望今年，市场分析人士认为，由于银保监管新规等实施，将对公司的业绩带来一定影响。公司有关负责人表示将继续实施积极进取的竞争策略，加快中长期期交业务发展，不断优化业务结构；切实巩固公司市场主导地位，并适时适度调整投资组合，努力提高投资收益。"
股票,"汇金增持四大行6400余万股 动用资金近2亿元
　　新浪财经讯 10日晚间，工农中建四大行发布公告，披露汇金今日增持A股情况。根据四大行公告，汇金今日增持工行A股14,584,024股，农行39,068,339股，中行3,509,673股，建行7,384,369股。按今日四大行收盘价粗略计算，汇金增持工行耗资5819万元，农行9650万元，中行1007万元，建行3256万元，总计耗资19732万元，约为2亿元。"
财经,"宝钢高管买自家股被套 王亚伟潜入
　　宝钢股份高管关心的不应该只是铁矿石价格，还有宝钢股份的股价。
　　根据上证所董事、监事、高级管理人员持有本公司股份变动情况，宝钢股份党委副书记、高级工程师诸俊生分别于5月12日、13日、16日，通过二级市场以6.81元/股、6.63元/股、6.63元/股的价格，分批买入6000股、2000股、12000股总计2万股宝钢股份股票。此前诸俊生并未持有宝钢股份。据计算，诸俊生近几日的买入已产生账面亏损。
　　不过股票被套的并不只是诸俊生一位高管，包括宝钢股份监事林鞍，副总经理兼不锈钢事业部总经理楼定波，董事、总经理马国强等高管的增持目前均处于“被套”状态。
　　其中，宝钢股份董事长何文波在2010年5月12日和2010年12月21日两次增持股份。而根据宝钢股份2010年年报及上证所董事、监事、高级管理人员持有本公司股份变动情况，目前副总经理、董秘陈缨持有6万股，监事林鞍持有3.58万股，王静持有3.6万股，楼定波持有3万股，马国强持有6万股，何文波持有8万股。
　　宝钢股份总经理马国强于今年3月31日召开的2010年业绩说明会上表示，今后会研究高管薪酬和股价挂钩的方法，鼓励高管用薪酬的一部分(40万到50万元不等)购买自家股票，算作挂钩的一种尝试。
　　值得关注的是，明星基金经理王亚伟也看好宝钢股份的前景。由王亚伟担任基金经理的华夏大盘在今年一季度买入4000万股宝钢股份，而去年底宝钢股份尚不在华夏大盘的股票明细中。  分析人士称，作为钢铁行业中盈利能力最强的上市公司，宝钢股份目前市盈率仅9.6倍，不但低于处于底部的银行股，也低于同行业其他上市企业。此前公告的宝钢股份2010年年报显示，2010年实现净利129亿元，同比增长121%。《东方早报》"
财经,"现货卖家变身多头 后市警惕价格操纵
　　◆每经记者 唐宗全
　　根据国内三大期货交易所公布的持仓数据，近期记者发现一个特别值得关注的现象，现货卖家作为“天然空头”不做空，纷纷在第一大多头的位置，错位站岗。
　　金属铜上，金瑞期货总持仓6073手多单，名列第一大多头；五矿实达总持多仓3430手，名列多头第四；迈科期货总持多仓3036手，名列多头第六。
　　金属铝上，中铝国贸以4200手多单，名列第一大多头。
　　玉米上，吉粮集团总持多单26400手，名列多头第一。
　　大豆上，吉粮集团总持多单12150手，名列多头第五。
　　黄金上，金瑞期货总持仓6562手，名列多头第二；山东黄金总持仓1600手，名列多头第四。
　　白糖上，珠江期货总持仓24357手，名列第一大多头。
　　现货卖家做多头
　　这些交易席位都大有来头，并不是一般意义上的期货经纪公司。这些席位的背后，活跃着国内现货市场数一数二的大型企业。
　　金瑞期货背后是国内赫赫有名的江西铜业，五矿实达背后是中国五矿集团公司，中国五矿集团专做金属和矿产品的进出口业务，2007年名列全球500强第412位，属大型国有央企。
　　迈科期货背后是迈科控股集团，迈科控股集团是经营有色金属的西安民营企业，之所以出名是因为2005年~2006年铜的超级牛市中，迈科一路做多大赚特赚。
　　中铝国贸背后是中国铝业，中国铝业对其控股90.5%。中国铝业业务范围从铝土矿山到氧化铝生产，从电解铝到铝材销售，整个形成了一条龙。目前是全球第二大氧化铝生产商，国内最大的氧化铝和原铝生产商。
　　吉粮集团1996年8月正式挂牌运营，是中国玉米第一大产区吉林省的国有大型企业，承担粮食收储的任务，年收储能力300万吨。
　　珠江期货、浙江大地、中粮期货、河南万达、长城伟业在白糖上表现非常抢眼，根据业内人士传言，这些多头资金也是大有来头，大规模持多仓的背后到处都是广西白糖现货商的影子，糖业人士称呼他们“大集团”。
　　前期市场经历了猛烈的下跌，这些实力雄厚的现货商进场做多，难道是想炒底？因为从套期保值的角度很难解释他们做多的理由。
　　他们有能力主导期货行情
　　以中铝国贸的持仓为例，明显可以看出他们具有主导行情的能力，否则很难解释如此“精确”的操作。
　　7月7日中铝国贸总持仓为空单1900手，这个时候市场发生了一件事情，那就是国内20家铝厂联合搞了个限产保价行动，中铝7月16日将空头持仓增加到2813手，从中铝国贸开始加空开始，铝价持续暴跌！8月19日，中铝国贸将空单加到3118手，这个时候铝价开始跌穿前期支撑平台。限产保价措施没有起到效果，保价联盟开始出现崩溃，个别铝厂开始出现关闭产能。9月10日，中铝国贸将空单加到4145手，铝价的暴跌开始了，到10月9日中铝国贸最后1399手空单平仓，铝价已经跌到14000元附近。
　　不过，从10月24日开始，中铝国贸反手做多4200手，这很难用套保行为来解释，也和他们一直以来的操作方向背道而驰，“抄底”的味道非常浓。中铝国贸介入以后，铝价就奇迹般地止跌了，目前在14000元/吨附近横盘震荡。中铝国贸做空曾经暴赚6000元/吨，很难说是顺应了趋势还是主导了趋势。
　　以上提到的实力雄厚的现货商，基本上都有左右价格涨跌的能力。
　　警惕现货商操纵市场
　　近期，白糖的走势就很容易说明问题，先用东莞糖会忽悠，但是失败在疲软的基本面前。一计不成又生一计，昨天又传出消息，前天广西白糖现货商们又开了个会，有消息说这次是要出口，并且宣称如果价格低于3100元，国家又要出面收储。
　　市场又制造了个做多题材，昨天盘面受到此消息影响，又是放量增仓大涨近3%，资金推动是近期行情的基本特征。
　　业内人士说，“目前通货膨胀有所缓和给了他们做多的宏观环境，现在需要警惕现货商利用天然的优势操纵期货价格。”"
财经,"产销利好出尽 糖价仍有旺季需求支撑
　　周维
　　昨日，截至5月底的全国食糖产销数据出炉。虽然5月份数据表现尚可，但分析师称这意味着利好已经出尽，不过有需求旺季到来的支撑，白糖近期可能以震荡走势为主。
　　中国糖业协会相关统计显示，目前2010/2011年度制糖期食糖生产已全部结束。本制糖期全国共生产食糖1045.42万吨，比上一制糖期少产糖28.41万吨。其中，产甘蔗糖966.04万吨，上个制糖期同期产量1013.83万吨；产甜菜糖79.38万吨，上一制糖期同期产量60万吨。
　　统计还显示，截至2011年5月底，全国累计销售食糖654.75万吨，同比累计少销21.7万吨，累计销糖率62.63%，较上个制糖期同比下降0.36个百分点。其中，5月份单月全国销糖117.91万吨，同比多销糖25.27万吨。
　　对此，永安期货分析师周源表示，本制糖期产糖量较上一制糖期下降28.41万吨，至此减产题材已经被彻底消化。目前国内工业库存剩余量为390万吨左右，是近4年来的最低值。销售进度的加快以及库存偏低，导致了前期白糖价格快速反弹。
　　从5月24日至6月3日，郑州商品交易所(下称“郑商所”)白糖期货价格从6400元/吨上涨至6860元/吨左右，7个交易日上涨了约460元吨，涨幅约7%。
　　不过，5月销售数据表现不错的这一利好，并未对昨日的市场造成太大推动。昨日，郑商所白糖期货主力1109合约以6822元/吨收盘，较前一交易日下跌40元/吨，跌幅0.58%。
　　在糖价下跌的同时，大量资金开始撤离期货市场。郑商所统计显示，白糖期货全线合约昨日共减仓23472手，收盘持仓量64.7万手。其中，多头持仓榜前20位共减仓5334手，合计持仓量22.8万手；空头持仓榜前20位共减仓3352手，合计持仓量18.2万手。
　　北京中期分析师张向军表示，5月销糖形势较前几个月有些起色，当月117.91万吨的销量仅次于2008年、2009年同期，为历史第三位。而销量增加导致糖厂库存下降至近四年来最低水平。“至此，产销数据利好作用被消化完毕，预计白糖期货价格近期以震荡走势为主。”张向军说。
　　上海中期分析师经琢成则认为，在现货糖价维持在7000元/吨价位运行的情况下，5月份单月食糖销量出现增长，这反映了用糖企业对于糖价在7000元/吨左右有一定承受力，这对糖价具有支撑作用。在端午节过后，市场将逐渐迎来饮料的消费旺季，食糖的需求可能会逐步增加，这亦对糖价形成支撑，后期糖价有望继续保持相对高位运行。
　　“尽管目前各预测机构对2011/2012年度国际市场食糖的产量都持乐观态度，但我们注意到阶段性需求对糖价的支撑作用非常明显。随着斋戒月的临近，预计国际糖价仍将维持强势格局。而目前国内糖市已经有明显转暖迹象，后市走势上可能会逐渐向现货价格靠拢。”良运期货分析师姜大中说。"
财经,"忧虑日本削减进口 国际粮价连续大跌
　　由于市场担忧日本短期内削减谷物进口量，近期CBOT玉米期货持续下挫。
　　证券时报记者 李哲
　　作为全球最大的玉米进口国、第三大大豆进口国及第五大小麦进口国，日本短期内削减国际市场谷物的进口量，将带动相关商品价格走弱。
　　受灾的日本北部和东北地区是日本畜牧业的重要基地，市场担心日本地震及海啸可能放慢粮食进口步伐。不过，现在还很难评估日本地震和海啸对其谷物需求的影响有多大，后期陆续还会有更多有关畜牧业和农业基础设施受损程度的信息传来。
　　截至昨日北京时间19时，芝加哥期货交易所(CBOT)5月小麦期货下跌2.37%，报7.0325美元/蒲式耳；5月玉米下跌1.5%，报6.56美元/蒲式耳；5月大豆跌1.32%，报13.225美元/蒲式耳。
　　“地震和海啸严重损坏或摧毁了日本的港口、饲料厂和肉类加工厂。日本对美国玉米和大豆的需求可能会分别下滑7%和8%。”美国AgResource公司商品分析师丹贝司认为，日本进口美国玉米的数量可能会下跌50-100万吨，而其对美国大豆的进口量可能会削减25万吨。
　　值得注意的是，日本是全球最大的玉米进口国，也是美国大豆的第三大市场。日本对小麦的进口预计会保持稳定，因其所购进的大多数小麦会用于制粉，而不是用于生产动物饲料。来自美国农业部数据显示，日本每年进口大约1500万吨的玉米，以及分别300万吨的大豆和小麦。2010年日本进口了1434.3万吨美国玉米、314.8万吨美国小麦、234.7万吨美国大豆和39.89万吨美国大米。
　　一位日本玉米进口商称，谷物的运输还没有被取消，或转运至其他目的地，但部分驶往地震重灾区——日本北部的船只将转向日本其他的港口。“如果今后6个月饲料加工商能以一半左右的产能运转，那么同期日本综合饲料产量将减少100万吨，饲用玉米进口或减少50万吨左右。”
　　不过，渣打银行最新报告却认为，日本地震后可能提高粮食进口，确保食品供应。对玉米期货市场而言，这是一个利多因素。考虑到日本是全球最大的玉米进口国，玉米需求提高可能提振粮价。
　　显然，日本地震对于粮食市场是一记重击还是一剂强心针仍有待观察。但是，从商品市场近期表现看，上周五日本发生强烈地震及海啸后，玉米、小麦、大豆和大米期货价格急剧下跌，随后微弱反弹，周一至今表现疲软。联合国粮农组织经济学家称，日本地震导致谷物市场情况更加扑朔迷离。"
财经,"海富通上证周期行业50ETF联接首募7.32亿
　　全景网9月29日讯  海富通基金周三发布公告称，海富通上证周期行业50交易型开放式指数基金联接基金于2010年9月28日正式成立，首发募集7.32亿元。
　　该基金于2010年8月19日起向全社会公开募集，截至9月17日，基金募集工作已经顺利结束。
　　本次募集的有效认购户数为5826户，净认购金额为7.32亿元。按照每份基金份额面值1.00元计算，募集期的有效认购份额及利息结转的基金份额合计共7.33亿份。(全景网/邱璧徽)
欢迎发表评论  我要评论"
